0.004507	0.036310	0.313234	1.176767	2.759500	5.592694	9.846438	16.655692	27.192004
0.002474	0.018977	0.160384	0.598893	1.448800	2.827340	5.021288	8.213616	13.196222
0.001814	0.013383	0.111596	0.412808	0.997950	1.973315	3.453263	5.870456	9.104711
0.001462	0.009973	0.083182	0.309581	0.750290	1.472140	2.596076	4.290614	6.941491
0.001813	0.012273	0.092305	0.323843	0.781322	1.526057	2.731411	4.463415	7.065029
0.001565	0.009829	0.082781	0.287272	0.678736	1.353266	2.403777	3.913741	6.042494
0.002569	0.012929	0.096540	0.323044	0.732604	1.459974	2.580921	4.204027	6.521038
0.002196	0.012670	0.096632	0.308878	0.732216	1.446991	2.526821	4.177482	6.483898
0.002689	0.010657	0.091820	0.311130	0.722242	1.435428	2.538534	4.167515	6.503779
0.002332	0.011481	0.089639	0.298792	0.712501	1.430798	2.519947	4.146465	6.483350
0.002514	0.011149	0.088322	0.300756	0.711118	1.408791	2.492334	4.136331	6.438324
